Time [s],X [°/s],Y [°/s],Z [°/s]
23.35425,-32.4712,-1.831083,-9.033341
23.3555,-32.71534,-1.342794,-7.812619
23.35675,-33.3257,-1.464866,-9.765774
23.358,-32.95949,-3.418021,-9.643702
23.359,-34.18021,-1.953155,-9.521629
23.36025,-33.56985,-2.685588,-9.521629
23.3615,-32.95949,-2.685588,-10.13199
23.36275,-33.08156,-2.929732,-9.765774
23.364,-34.05814,-3.418021,-11.47478
23.36525,-34.30228,-2.80766,-10.49821
23.3665,-35.15679,-3.784237,-10.49821
23.36775,-34.91264,-5.371176,-10.86442
23.369,-35.88922,-4.272526,-10.00992
23.37,-35.76715,-4.760815,-11.71893
23.37125,-34.91264,-5.859465,-11.841
23.3725,-35.27886,-5.004959,-13.06172
23.37375,-35.523,-4.760815,-13.18379
23.375,-35.03471,-4.882887,-12.08514
